,mnc,rating,reviews
654,IndiaFirst Life Insurance,3.8,(1.6k)
655,Asahi India Glass,3.8,(1.6k)
656,ZF Commercial Vehicle Control Systems,3.8,(1.6k)
657,Broadridge Financial Solutions,3.8,(1.6k)
658,Emami,3.8,(1.6k)
659,Kotak Mahindra Prime,3.9,(1.6k)
660,Relaxo Footwear,4.0,(1.6k)
661,Cemindia Projects,4.2,(1.6k)
662,KFC,4.0,(1.6k)
663,Wockhardt,3.8,(1.6k)
664,Mercer,3.6,(1.6k)
665,PharmEasy,3.7,(1.6k)
666,Hinduja Leyland Finance,3.9,(1.6k)
667,IFB,3.5,(1.6k)
668,SHYAM METALICS AND ENERGY,3.4,(1.6k)
669,Marriott International,4.1,(1.6k)
670,Lumax Industries,3.9,(1.6k)
671,Amul India,4.0,(1.6k)
672,Gujarat Fluorochemicals,3.9,(1.6k)
673,Muthoot Microfin,4.2,(1.6k)
674,Tata Consumer Products,3.5,(1.6k)
675,Bisleri,4.2,(1.6k)
676,Patra India,3.5,(1.6k)
677,Bajaj Capital,3.5,(1.6k)
678,Karur Vysya Bank,3.5,(1.6k)
679,Honda,4.0,(1.6k)
680,Suguna Foods,3.9,(1.5k)
681,Steel Strips Wheels,3.7,(1.5k)
682,Dainik Bhaskar Group,4.1,(1.5k)
683,Evalueserve,3.0,(1.5k)
684,GE VERNOVA,4.1,(1.5k)
685,Tesco,3.6,(1.5k)
686,American Broadcasting Company,4.0,(1.5k)
687,Piramal Pharma,3.9,(1.5k)
688,XL Dynamics,3.6,(1.5k)
689,SAI Life Sciences,3.9,(1.5k)
690,Nayara Energy,4.2,(1.5k)
691,Canara Bank,3.6,(1.5k)
692,Sonata Software,3.4,(1.5k)
693,Oracle Cerner,3.3,(1.5k)
694,GMR Group,3.9,(1.5k)
695,Page Industries,4.1,(1.5k)
696,Tanishq,4.2,(1.5k)
697,QualityKiosk Technologies,3.2,(1.5k)
698,Wheelseye Technology,3.4,(1.5k)
699,PNB Housing Finance,3.7,(1.5k)
700,Ashoka Buildcon,4.1,(1.5k)
701,Devyani International,3.8,(1.5k)
702,V5 Global Services,3.9,(1.5k)
703,Acuity Analytics,3.1,(1.5k)
704,Gland Pharma,3.9,(1.5k)
705,Airtel Payments Bank,3.8,(1.5k)
706,Chetu,3.7,(1.5k)
707,HCL Infosystems,4.0,(1.5k)
708,Heritage Foods,4.1,(1.5k)
709,Amneal Pharmaceuticals,4.2,(1.5k)
710,Valeo,3.9,(1.5k)
711,Max Fashion,4.0,(1.5k)
712,SBFC Finance,3.8,(1.5k)
713,Daimler India Commercial Vehicles,3.9,(1.5k)
714,ALTEN,3.5,(1.5k)
715,Happiest Minds Technologies,3.4,(1.5k)
716,Indoco Remedies,3.5,(1.5k)
717,Apco Infratech,3.8,(1.5k)
718,Honeywell Technology Solutions,3.6,(1.5k)
719,ISS Facility Services,4.0,(1.5k)
720,Apexon,3.3,(1.5k)
721,Aon,3.8,(1.5k)
722,Chandigarh University,4.2,(1.5k)
723,Altimetrik,3.5,(1.5k)
724,Bharat Forge,3.7,(1.5k)
725,Oberoi Group of Hotels,4.0,(1.5k)
726,Aumovio,3.7,(1.5k)
727,Taurus BPO Services,4.0,(1.5k)
728,Narayana Educational Society,3.6,(1.5k)
729,Jaquar,4.1,(1.5k)
730,NIIT,3.5,(1.5k)
731,Hyatt Regency,4.1,(1.5k)
732,AB InBev India,3.3,(1.5k)
733,Morningstar,3.7,(1.4k)
734,CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,(1.4k)
735,Indegene,3.3,(1.4k)
736,Sony,4.2,(1.4k)
737,Fusion Finance,3.9,(1.4k)
738,VOIS,3.7,(1.4k)
739,City Union Bank,2.9,(1.4k)
740,Amara Raja Energy & Mobility,4.0,(1.4k)
741,Agilus Diagnostics,4.1,(1.4k)
742,Nykaa,3.4,(1.4k)
743,Tieto,4.1,(1.4k)
744,Acmegrade,3.9,(1.4k)
745,Aerial Telecom Solutions,4.2,(1.4k)
746,MedPlus,3.5,(1.4k)
747,Slk Software Services,3.2,(1.4k)
748,Vfs Global Services,3.4,(1.4k)
749,TEKsystems,3.1,(1.4k)
750,Adobe,3.7,(1.4k)
751,DCM Shriram,4.1,(1.4k)
752,Eaton,3.9,(1.4k)
753,Hire In Global,4.9,(1.4k)
754,AtkinsRealis,3.7,(1.4k)
755,Xiaomi,3.7,(1.4k)
756,TÜV SÜD,4.0,(1.4k)
757,Sansera Engineering,4.0,(1.4k)
758,Tenarai,3.5,(1.4k)
759,EOSGlobe,3.0,(1.4k)
760,VLCC,3.2,(1.4k)
761,VLCC,3.2,(1.4k)
762,Kantar,3.5,(1.4k)
763,Oracle Financial Services Software,3.2,(1.4k)
764,Tata Group,4.2,(1.4k)
765,Unisys,3.4,(1.4k)
766,Citco,3.1,(1.4k)
767,Rashmi Metaliks,3.1,(1.4k)
768,The Muthoot Group,3.6,(1.4k)
769,FedEx Express,4.0,(1.4k)
770,IDC Technologies,3.1,(1.4k)
771,Worley,4.1,(1.4k)
772,Novo Nordisk,3.6,(1.4k)
773,Sunknowledge Services,3.4,(1.4k)
774,R Systems International,3.7,(1.4k)
775,JSW Cement,4.1,(1.4k)
776,Fino Payments Bank,3.8,(1.4k)
777,iMerit,3.2,(1.4k)
778,Sharekhan,3.7,(1.4k)
779,Troikaa Pharmaceuticals,4.1,(1.4k)
780,Amity University,3.6,(1.4k)
781,TCS iON,3.8,(1.4k)
782,Incedo,2.9,(1.4k)
783,Bajaj Housing Finance,3.5,(1.4k)
784,INDIUM,3.9,(1.4k)
785,Paytm Payments Bank,3.9,(1.4k)
786,Aforeserve,3.4,(1.4k)
787,Iffco Tokio General Insurance Co.,3.8,(1.4k)
788,Faurecia,3.9,(1.4k)
789,The Ramco Cements,4.1,(1.4k)
790,TE Connectivity,4.1,(1.4k)
791,Unichem Laboratories,3.7,(1.4k)
792,Bharat FIH,3.7,(1.4k)
793,Grant Thornton,3.4,(1.4k)
794,Burger King,3.9,(1.4k)
795,Aptara,3.1,(1.4k)
796,Sheenlac Paints,4.1,(1.4k)
797,Viraj Profiles,4.1,(1.4k)
798,FDC,3.7,(1.4k)
799,DEXIT Global,3.4,(1.4k)
800,ZF Steering Gear,3.7,(1.3k)
801,Brillio,3.4,(1.3k)
802,Hindware Limited,3.9,(1.3k)
803,Hatsun Agro Product,3.8,(1.3k)
804,CreditAccess Grameen,3.9,(1.3k)
805,GE,4.1,(1.3k)
806,Decathlon,3.7,(1.3k)
807,CenturyPly,3.8,(1.3k)
808,GEP Worldwide,3.6,(1.3k)
809,Collabera Talent Solutions,3.5,(1.3k)
810,RBL FinServe,3.9,(1.3k)
811,ManpowerGroup,3.6,(1.3k)
812,JioMart,3.9,(1.3k)
813,NetAmbit,4.0,(1.3k)
814,Baroda Global Shared Services,3.9,(1.3k)
815,More Supermarket,3.6,(1.3k)
816,VIBGYOR Group of Schools,3.5,(1.3k)
817,Nippon Paint India,4.0,(1.3k)
818,Punjab National Bank,3.9,(1.3k)
819,Cinépolis,3.8,(1.3k)
820,Shubham Housing Development Finance,4.0,(1.3k)
821,OM Logistics,3.9,(1.3k)
822,SK Finance Limited,3.8,(1.3k)
823,Spicejet,3.3,(1.3k)
824,Atul,3.9,(1.3k)
825,Big Bazaar,4.4,(1.3k)
826,NxtWave,3.5,(1.3k)
827,Ion Exchange India,3.7,(1.3k)
828,Mondelez International,4.1,(1.3k)
829,ICICI Prudential Mutual Fund,3.9,(1.3k)
830,Astral Pipe,4.0,(1.3k)
831,Royal Migration Solutions,4.9,(1.3k)
832,Globant,3.4,(1.3k)
833,Centre for Development of Advanced Computing,3.6,(1.3k)
834,Fabindia,3.7,(1.3k)
835,OpenText Technologies,3.3,(1.3k)
836,Samsung Research,3.0,(1.3k)
837,Bluestock ™,4.5,(1.3k)
838,Luminous Power Technologies,4.1,(1.3k)
839,Pantaloons,4.1,(1.3k)
840,Aarvee Associates,3.7,(1.3k)
841,Hindustan Construction Company,4.2,(1.3k)
842,Jakson Group,4.1,(1.3k)
843,T-Systems ICT India,3.7,(1.3k)
844,Apex Group,2.6,(1.3k)
845,Vestas,4.1,(1.3k)
846,ANZ Banking Group,3.7,(1.3k)
847,Tenneco,3.6,(1.3k)
848,Spandana Sphoorty Financial,3.8,(1.3k)
849,Sigma Electric Manufacturing Corporation,4.0,(1.3k)
850,Godrej Consumer Products,4.0,(1.3k)
851,Fresenius Kabi,4.0,(1.3k)
852,Panasonic,4.0,(1.3k)
853,SKF,4.0,(1.3k)
854,Electronics Corporation of India Limited,4.2,(1.3k)
855,Automotive Manufacturers,3.8,(1.3k)
856,H.G. Infra Engineering,4.0,(1.3k)
857,AGS Transact Technologies,2.8,(1.3k)
858,KIMS Hospital,3.7,(1.3k)
859,PNC Infratech,3.8,(1.3k)
860,Intertek,3.8,(1.3k)
861,Dell EMC,3.8,(1.3k)
862,Dassault Systemes,3.7,(1.3k)
863,Zoho,4.1,(1.3k)
864,DP World,3.8,(1.3k)
865,iSON Xperiences,3.1,(1.3k)
866,Shriram Pistons & Rings,4.0,(1.3k)
867,Prodapt,3.5,(1.3k)
868,Mu Sigma,2.5,(1.3k)
869,Kalpataru Limited,4.2,(1.3k)
870,AIIMS,4.2,(1.2k)
871,Synchrony,4.2,(1.2k)
872,Colliers India,3.9,(1.2k)
873,Diageo,3.8,(1.2k)
874,DLF,4.0,(1.2k)
875,Jindal X,3.5,(1.2k)
876,Nielsen,3.1,(1.2k)
877,Oil And Natural Gas Corporation,4.4,(1.2k)
878,Indostar Capital Finance Limited,4.3,(1.2k)
879,Parexel International,3.8,(1.2k)
880,Rockman Industries,3.8,(1.2k)
881,Rupeek,4.1,(1.2k)
882,Fidelity Investments,4.1,(1.2k)
883,Wind World,4.0,(1.2k)
884,ExcelR,3.6,(1.2k)
885,JTEKT,4.1,(1.2k)
886,Qualcomm,3.7,(1.2k)
887,Kirloskar Oil Engines,4.1,(1.2k)
888,Ahluwalia Contracts India,4.0,(1.2k)
889,EbixCash Limited,3.6,(1.2k)
890,DENSO,4.1,(1.2k)
891,Strides Pharma,3.9,(1.2k)
892,JK Lakshmi Cement,3.7,(1.2k)
893,Best Sellers,4.1,(1.2k)
894,Fidelity National Financial,3.7,(1.2k)
895,Genius HRTech,3.8,(1.2k)
896,ACG Worldwide,3.8,(1.2k)
897,Innova Solutions,3.3,(1.2k)
898,PHN Technology,4.2,(1.2k)
899,Federal Bank,3.6,(1.2k)
900,Zetwerk,4.0,(1.2k)
901,Leadec India,4.1,(1.2k)
902,Intel,4.1,(1.2k)
903,Baazar Retail Private Limited,4.5,(1.2k)
904,Sri Chaitanya Techno Schools,3.5,(1.2k)
905,Balkrishna Industries,4.0,(1.2k)
906,Schaeffler India,4.0,(1.2k)
907,Indira IVF Hospital,3.9,(1.2k)
908,Thyrocare Technologies,3.7,(1.2k)
909,Aptiv,3.4,(1.2k)
910,HFCL Limited,3.8,(1.2k)
911,Electronica Finance,4.1,(1.2k)
912,Prism Johnson,3.7,(1.2k)
913,PayPal,3.7,(1.2k)
914,Meril,3.6,(1.2k)
915,Aparna Constructions and Estates,3.9,(1.2k)
916,Salesforce,3.9,(1.2k)
917,FOCUS EDUMATICS,2.9,(1.2k)
918,Birla Corporation,4.0,(1.2k)
919,Apollo Health and Lifestyle Limited,4.3,(1.2k)
920,London Stock Exchange Group,3.6,(1.2k)
921,Podar International School,4.0,(1.2k)
922,The Jaypee Group,3.8,(1.2k)
923,MDIndia Health Insurance TPA,3.6,(1.2k)
924,Johnson Lifts,3.9,(1.2k)
925,Imperial Auto Industries,3.8,(1.2k)
926,Barclays Shared Services,3.8,(1.2k)
927,IIFL Home Finance,3.8,(1.2k)
928,Ocwen Financial Solutions,3.8,(1.2k)
929,Coca-Cola Company,4.0,(1.2k)
930,Nilkamal,3.7,(1.2k)
931,Dhoot Transmission,3.7,(1.2k)
932,Deccan Fine Chemicals,3.6,(1.2k)
933,Motilal Oswal Home Finance,4.3,(1.2k)
934,Stanza Living,3.4,(1.2k)
935,Biocon Biologics,3.7,(1.2k)
936,CaratLane - A Tata Product,4.0,(1.2k)
937,Dishtv,3.4,(1.2k)
938,Bajaj Motors,3.9,(1.2k)
939,Edelweiss,3.6,(1.1k)
940,Edelweiss Life Insurance,3.7,(1.1k)
941,Kohler,3.6,(1.1k)
942,INDO-MIM,4.0,(1.1k)
943,Jacobs Engineering Group,4.2,(1.1k)
944,Navitasys India,4.0,(1.1k)
945,Unicharm,3.9,(1.1k)
946,Barbeque Nation,3.9,(1.1k)
947,Piaggio,3.6,(1.1k)
948,Advantmed,4.0,(1.1k)
949,Jabil Circuit India,4.0,(1.1k)
950,Onward Technologies Inc,2.8,(1.1k)
951,Asirvad Microfinance,3.8,(1.1k)
952,Svatantra Microfin,3.9,(1.1k)
953,Air India Sats Airport Services,3.6,(1.1k)
954,V2 Retail,3.3,(1.1k)
955,TÜV NORD,3.7,(1.1k)
956,TK Elevator,3.8,(1.1k)
957,1Point1 Solutions Ltd,3.5,(1.1k)
958,Birla Opus,4.1,(1.1k)
959,Zydus Wellness,4.1,(1.1k)
960,Sundaram Finance,3.9,(1.1k)
961,MG Motor,3.9,(1.1k)
962,MAHLE ANAND Filter Systems,3.9,(1.1k)
963,Hyundai Mobis,3.7,(1.1k)
964,Wonder Home Finance,4.6,(1.1k)
965,ICON Plc,4.0,(1.1k)
966,Innodata India Private Limited,3.7,(1.1k)
967,Wistron,4.0,(1.1k)
968,Kirloskar Brothers,3.7,(1.1k)
969,Godrej Agrovet,3.9,(1.1k)
970,Knorr-Bremse,3.2,(1.1k)
971,Hikal,3.8,(1.1k)
972,Tube Investments of India,3.8,(1.1k)
973,Vedanta Aluminium Metal,3.8,(1.1k)
974,Syngenta,4.2,(1.1k)
975,Sri Chaitanya Educational Institutions,3.6,(1.1k)
976,Unity Small Finance Bank,3.6,(1.1k)
977,Aarvi Encon,3.9,(1.1k)
978,Hinduja Housing Finance,3.7,(1.1k)
979,HPCL-Mittal Energy Limited,4.3,(1.1k)
980,Tata Capital Housing Finance,3.9,(1.1k)
981,Saipem,4.2,(1.1k)
982,CALIBEHR,3.9,(1.1k)
983,VMware Software,4.4,(1.1k)
984,Gmmco,4.0,(1.1k)
985,Adani Ports and SEZ,3.6,(1.1k)
986,TKIL,4.1,(1.1k)
987,Hitachi Energy,4.0,(1.1k)
988,Pernod Ricard,3.5,(1.1k)
989,SLMG Beverages,3.9,(1.1k)
990,Northcorp Software,4.8,(1.1k)
991,Thermo Fisher Scientific,3.8,(1.1k)
992,GAIL,4.4,(1.1k)
993,Malabar Gold and Diamonds,4.1,(1.1k)
994,Metropolis Healthcare,3.9,(1.1k)
995,Vayona Energy,4.0,(1.1k)
996,Power Grid Corporation of India,4.3,(1.1k)
997,Dana Anand,4.0,(1.1k)
998,Xyz Company,3.8,(1.1k)
999,Crompton Greaves Consumer Electricals,3.7,(1.1k)
1000,BDR Pharmaceuticals International,4.2,(1.1k)
1001,Fractal Analytics,4.0,(1.1k)
1002,Aspire Systems,3.8,(1.1k)
1003,Shyam Steel Group,3.5,(1.1k)
1004,Bajaj Capital Insurance Broking Limited,4.3,(1.1k)
1005,QX Global Group,3.0,(1.1k)
1006,Greenko Group,3.9,(1.1k)
1007,Hindustan Zinc,3.7,(1.1k)
1008,Jet Airways,4.6,(1.1k)
1009,Writer Information Management Services,3.2,(1.1k)
1010,Nexa,3.9,(1.1k)
1011,Zf Rane Automotive,3.9,(1.1k)
1012,Gharda Chemicals Limited,4.0,(1.1k)
1013,Vertiv,3.7,(1.1k)
1014,Wheels,3.9,(1.1k)
1015,Klm Axiva Finvest,4.4,(1.1k)
1016,Netcracker Technology,3.0,(1.1k)
1017,ValueMomentum,3.2,(1.1k)
1018,Otis Elevator,4.1,(1.1k)
1019,BirlaNu,3.8,(1.1k)
1020,IB Group,3.7,(1.1k)
1021,Thomas Cook,4.1,(1.1k)
1022,GlobalData,3.3,(1.1k)
1023,Bharat Sanchar Nigam,3.8,(1.1k)
1024,GVPR Engineers,3.8,(1.1k)
1025,Spencer's Retail,3.7,(1.1k)
1026,Lakshmi Machine Works,3.8,(1.1k)
1027,Atlas Copco,4.1,(1.1k)
1028,ALLEN Career Institute,3.7,(1.1k)
1029,Uber,4.1,(1k)
1030,Nippon Life India Asset Management,4.6,(1k)
1031,Allianz Technology,4.0,(1k)
1032,NBC Bearings,3.9,(1k)
1033,Hitachi Payment Services,3.6,(1k)
1034,Kinara Capital,4.2,(1k)
1035,Amara Raja Group,4.1,(1k)
1036,Syrma SGS Technologies,4.0,(1k)
1037,Tata Cummins,4.4,(1k)
1038,Ceasefire Industries,3.1,(1k)
1039,Vistaar Finance,3.9,(1k)
1040,Skipper,3.9,(1k)
1041,Suzuki Motorcycle,4.0,(1k)
1042,United Breweries,3.3,(1k)
1043,SitusAMC,3.3,(1k)
1044,MakeMyTrip,3.5,(1k)
1045,iQor Global Services,3.4,(1k)
1046,Siemens Energy,4.1,(1k)
1047,Perfetti Van Melle,4.2,(1k)
1048,Fortrea Development India Private Limited,3.9,(1k)
1049,Skoda Auto Volkswagen India,3.9,(1k)
1050,Secure Meters,3.9,(1k)
1051,Comviva Technology,2.7,(1k)
1052,Visionet Systems,3.3,(1k)
1053,Zudio,3.9,(1k)
1054,Arohan Financial Services,3.9,(1k)
1055,Motherson Sumi Wiring,3.7,(1k)
1056,Sahara India Pariwar,3.9,(1k)
1057,Westside,3.7,(1k)
1058,Bounteous x Accolite,3.2,(1k)
1059,Lemon Tree Hotels,4.0,(1k)
1060,Vaco Binary Semantics,3.1,(1k)
1061,TradeIndia (Infocom Network Private Limited),3.4,(1k)
1062,Star Cement,4.0,(1k)
1063,Colgate Palmolive,4.0,(1k)
1064,MasterCard,3.8,(1k)
1065,AstraZeneca,3.8,(1k)
1066,Aparajitha Corporate Services,3.8,(1k)
1067,Temenos,3.2,(1k)
1068,Incheon Motors,4.7,(1k)
1069,Merino Industries,3.7,(1k)
1070,Pristyn Care,3.1,(1k)
1071,Cult.fit,3.5,(1k)
1072,Mastek,3.6,(1k)
1073,eClinicalWorks,3.5,(1k)
1074,Tiger Analytics,3.7,(1k)
1075,Collins Aerospace,3.8,(1k)
1076,VeeTechnologies,4.0,(1k)
1077,Amazon Web Services,3.7,(1k)
1078,Xebia,3.0,(1k)
1079,CarDekho Group,3.6,(1k)
1080,SYSKA LED Lights,2.9,(1k)
1081,C&S Electric,4.0,(1k)
1082,JSW Group,3.9,(1k)
1083,Mahindra Automotives,3.8,(1k)
1084,Wonder Cement,4.2,(1k)
1085,Quantiphi Analytics Solutions Private Limited,3.1,(1k)
1086,Rebel Foods,3.7,(1k)
1087,Lumina Datamatics,3.2,(1k)
1088,National Payments Corporation of India,4.0,(999)
1089,Entain,3.5,(999)
1090,Softenger,3.9,(998)
1091,Lowe's,4.0,(998)
1092,Capacit'e Infraprojects,3.7,(998)
1093,Jyothy Labs,4.0,(998)
1094,Everest Industries,3.8,(997)
1095,J B Chemicals And Pharmaceuticals,3.9,(997)
1096,KEI Industries,4.3,(996)
1097,Technip Energies,4.0,(996)
1098,JW Marriott,4.2,(996)
1099,Marsh McLennan,3.8,(996)
1100,General Mills,4.1,(994)
1101,Yokohama Off-Highway Tires,3.7,(994)
1102,Natco Pharma,4.0,(992)
1103,Psp Projects,3.8,(992)
1104,TechnipFMC,3.9,(991)
1105,Pizza Hut,4.0,(990)
1106,Salcomp Manufacturing,4.0,(990)
1107,Barclays Global Service Centre,3.9,(989)
1108,Napino Auto & Electronics,3.9,(987)
1109,Hiranandani Financial Services,4.4,(987)
1110,Kendriya Vidyalaya Sangathan,4.3,(986)
1111,Financial Software & Systems,3.6,(986)
1112,VIP Industries,3.7,(985)
1113,Guidehouse,3.6,(984)
1114,Defence Research & Development Organisation,4.4,(984)
1115,LOREAL,3.8,(982)
1116,Pricol,3.9,(981)
1117,Astral Adhesives,3.8,(981)
1118,Shriram General Insurance,3.6,(979)
1119,Altisource,3.5,(978)
1120,JSW Paints,3.8,(973)
1121,Xceedance,3.5,(972)
1122,Adani Enterprises,3.7,(968)
1123,Pramerica Life Insurance,3.7,(967)
1124,Cohance Lifesciences,3.9,(966)
1125,Gannon Dunkerley & Co.,3.3,(965)
1126,LanceSoft,3.2,(964)
1127,Jaro Education,3.2,(963)
1128,Navayuga Engineering Company,3.9,(963)
1129,Signify,3.4,(963)
1130,SFO Technologies,3.4,(962)
1131,Amphenol Interconnect,4.2,(961)
1132,Timken,3.9,(961)
1133,Velocis Systems,3.8,(960)
1134,Nasser S. Al Hajri Corporation,3.6,(960)
1135,KMV Projects Limited,4.3,(959)
1136,ICCS,3.0,(959)
1137,Knight Frank,4.0,(958)
1138,Aristo Pharmaceuticals,3.9,(955)
1139,Mando Automotive,4.0,(955)
1140,Regulated Council of Immigration Consultants,4.9,(953)
1141,Episource,3.9,(952)
1142,Petrofac,4.3,(951)
1143,FLSmidth,3.6,(950)
1144,Reliance Power,4.1,(950)
1145,Tikona Infinet,3.4,(950)
1146,FastInfo,4.2,(950)
1147,Bhanzu,3.7,(950)
1148,Volvo,4.0,(949)
1149,"Commonwealth Bank of Australia, India",2.7,(949)
1150,Sandhar Technologies,3.7,(949)
1151,Jubilant Pharmova,3.7,(949)
1152,Godfrey Phillips India,4.0,(948)
1153,Hathway,3.4,(946)
1154,CIEL HR,3.9,(946)
1155,Bayer,4.0,(943)
1156,Medhaj Techno Concept,4.0,(942)
1157,Tafe Motors & Tractors,3.9,(942)
1158,Medha Servo Drives,4.2,(941)
1159,Target,4.0,(941)
1160,Apotex Research,3.7,(940)
1161,Steag Energy Services,4.3,(938)
1162,Naukri,4.1,(937)
1163,OCS Group,4.1,(935)
1164,MAS Financial Services Ltd,3.6,(934)
1165,Intellipaat Software Solutions,3.9,(934)
1166,Schlumberger,3.7,(933)
1167,Greenlam Industries,4.1,(933)
1168,SKH Metals,4.0,(932)
1169,Re Sustainability Limited,3.8,(930)
1170,Deepak Fertilisers and Petrochemicals,4.0,(930)
1171,Sundaram Clayton,3.9,(929)
1172,GE Healthcare,3.9,(929)
1173,M3M India,4.1,(929)
1174,Nirma,4.2,(928)
1175,Aviva Life Insurance India,3.4,(928)
1176,Netscribes,2.7,(928)
1177,HomeLane,3.3,(928)
1178,Test Yantra Software Solutions,3.0,(928)
1179,Wakefit,3.9,(927)
1180,Simplilearn,3.8,(924)
1181,Experis IT,3.0,(924)
1182,Aircel,4.4,(923)
1183,Amazon Sellers Services,4.0,(923)
1184,Ashirvad Pipes,3.8,(923)
1185,HT Media,3.0,(922)
1186,Orient Electric,3.7,(922)
1187,Neel Metal Products,4.0,(921)
1188,Alok Industries,3.6,(921)
1189,Nityo Infotech,3.2,(921)
1190,Yashoda Hospitals,3.9,(918)
1191,Michelin,3.7,(917)
1192,Vijay Sales,4.0,(916)
1193,Bosch Chassis Systems,4.1,(911)
1194,Sona Comstar,4.0,(911)
1195,Egis India Consulting Engineers,4.2,(910)
1196,Ageas Federal Life Insurance,3.5,(908)
1197,Updater Services,3.7,(907)
1198,Musashi Auto Parts,3.8,(906)
1199,ACL Digital,3.6,(906)
1200,Nibav Lifts,4.0,(902)
1201,Carborundum Universal Limited,3.7,(901)
1202,Volkswagen,4.1,(900)
1203,Ups Logistics,3.5,(900)
1204,Wipro PARI,3.2,(900)
1205,Integra Software Services,3.9,(899)
1206,Centum Electronics,3.5,(899)
1207,TNQ Tech Private Limited,3.5,(899)
1208,RAMTeCH Software Solutions,3.7,(899)
1209,Truhome Finance,3.6,(899)
1210,Satya MicroCapital,3.7,(899)
1211,WSP,4.2,(898)
1212,H&M,3.8,(897)
1213,Acme Cleantech Solutions,4.0,(897)
1214,Alorica,3.0,(897)
1215,Nlb Services,3.6,(893)
1216,Silaris Informations,2.9,(893)
1217,AJIO,3.6,(893)
1218,Apar Industries,4.1,(892)
1219,Tata Chemicals,3.9,(891)
1220,IDEMIA,3.8,(891)
1221,Epsilon,3.6,(891)
1222,Marks & Spencer,3.8,(889)
1223,BGR Energy Systems,3.8,(888)
1224,Ather Energy,4.1,(887)
1225,Fedbank Financial Services,4.0,(887)
1226,India Shelter Finance Corporation,3.8,(886)
1227,Magna International,3.9,(886)
1228,Shilpa Medicare,3.4,(885)
1229,Parag Milk Foods,3.9,(884)
1230,Panacea Biotec,3.5,(883)
1231,MOURI Tech,3.6,(883)
1232,Tata Starbucks,4.1,(883)
1233,Athena BPO,3.3,(882)
1234,Nexdigm,3.7,(880)
1235,Vedanta Limited,3.7,(880)
1236,UKG,2.9,(880)
1237,National Health Mission,3.5,(880)
1238,Next Education India,3.2,(879)
1239,C.R.I. Pumps,3.9,(877)
1240,Metso,4.1,(877)
1241,Torry Harris Integration Solutions,4.1,(876)
1242,Future Focus Infotech,3.3,(876)
1243,Patel Infrastructure Limited,4.4,(876)
1244,Rohan Builders,4.1,(876)
1245,Parekh Integrated Services,4.0,(874)
1246,Victura Technologies Private Limited,4.0,(874)
1247,Tata Hitachi Construction Machinery,4.0,(873)
1248,Porter,3.5,(872)
1249,enGen Global,3.8,(871)
1250,Tata Power Solar,4.1,(871)
1251,Swaraj Tractors,4.0,(869)
1252,Shaktiman Tirth Agro Technology,3.9,(869)
1253,Casagrand,3.8,(868)
1254,Rico Auto Industries,3.8,(867)
1255,Jaya Hind Industries,3.7,(866)
1256,Precision Infomatic M Pvt Ltd,3.8,(866)
1257,Shivalik Small Finance Bank,4.2,(866)
1258,Sutherland Healthcare Solutions,3.7,(866)
1259,Union Bank of India,3.9,(865)
1260,Clarivate,3.7,(865)
1261,KGISL,3.0,(863)
1262,LEAD School,3.2,(863)
1263,Impact Infotech Pvt. Ltd.,3.4,(860)
1264,Bechtel,3.9,(860)
1265,HP India,3.8,(857)
1266,Mahindra First Choice,3.8,(856)
1267,IBS Software Services,3.5,(856)
1268,AuthBridge Research Services,3.1,(856)
1269,Sanden Vikas,4.0,(854)
1270,Lumen Technologies,3.9,(854)
1271,Rockwell Automation,3.7,(853)
1272,Royal Sundaram General Insurance,3.7,(853)
1273,Mahindra Tractors,4.1,(852)
1274,Fareportal,3.0,(852)
1275,BDO,3.2,(851)
1276,Eris Lifesciences,3.6,(851)
1277,Guardian India,3.8,(851)
1278,RR kabel,4.1,(850)
1279,Ascendion,3.2,(848)
1280,Bank of India,4.0,(847)
1281,Luxoft,3.6,(847)
1282,Greaves Cotton,4.0,(846)
1283,Serco,4.2,(846)
1284,Principal Global Services,3.6,(845)
1285,Syneos Health,3.6,(845)
1286,Five-Star Business Finance,4.1,(845)
1287,Orion Edutech,4.1,(844)
1288,K Raheja Corp,4.1,(844)
1289,Medusind Solutions,3.5,(844)
1290,Baxter International,3.8,(844)
1291,Duck Creek Technologies,4.5,(843)
1292,Petpooja,4.0,(843)
1293,Encore Capital Group,3.8,(842)
1294,Poly Medicure,3.5,(840)
1295,Freshworks,3.3,(840)
1296,Zydus Healthcare,4.0,(840)
1297,Rodic Consultants,4.2,(839)
1298,eTeam,3.2,(838)
1299,Rashmi Group,3.5,(838)
1300,Artech Infosystems,3.3,(838)
1301,Waaree Energies,4.0,(838)
1302,Consolidated Contractors,4.3,(836)
1303,Feedback Infrastructure Services,3.4,(836)
1304,FIITJEE,3.2,(835)
1305,Advik Hi Tech,3.7,(834)
1306,Arvind Lifestyle Brands,4.0,(834)
1307,Teamware Solutions,4.1,(834)
1308,Vastu Housing Finance,4.1,(834)
1309,Sunbeam Auto,3.9,(833)
1310,Bpo Convergence,3.4,(833)
1311,Ford Business Solutions,4.1,(833)
1312,Dineshchandra R. Agrawal Infracon,4.0,(832)
1313,DBG Technology,3.6,(832)
1314,Ugro Capital,3.7,(831)
1315,Linde India,3.9,(829)
1316,Ramco Systems,3.7,(829)
